Mnemonics_Arquivos,Mnemonics_Variaveis,long_name,Descricao,Unidade,Data Atualização
RTM,AHT10,"resistividade AIT-H com resolução vertical de 2 pes, 10 polegadas de profundidade de investigação","resistividade AIT-H com resolução vertical de 2 pes, 10 polegadas de profundidade de investigação",OHMM,
RTM,RLA3_UNCORR,Medium Laterolog Resistivity,,ohm.m,
RTM,RS,Shallow resistivity,Resistividade rasa,ohm.m,
RTM,SEMP,Medium Phase Resistivity 2MHz,Curva de Resistividade Fase Média de 2MHz,ohmm,
RTM,SESP,Shallow Phase Resistivity 2MHz,Curva de Resistividade Fase Rasa de 2MHz,ohmm,
RTM,SEXP,Extra Shallow Phase Resistivity 2MHz,Curva de Resistividade Fase Extra Rasa de 2MHz,ohmm,
RTM,SESP,Shallow Phase Resistivity 2MHz,Curva de Resistividade Fase Rasa de 2MHz,ohmm,
RTM,HMRS,Med Resistivity,Leitura da resistividade média,ohm.m,
RTM,HMRS_1,Medium Resistivity,,ohm.m,
RTM,IMPH,Medium Induction Phasor Resistivity,,ohm.m,
RTS,SEXP,Extra Shallow Phase Resistivity 2MHz,Curva de Resistividade Fase Extra Rasa de 2MHz,ohmm,
RTS,SN,Shallow Resistivity,,ohm.m,
RTS,HDFL,Shallow Resistivity,,ohm.m,
RTS,HDFL_1,Shallow Resistivity,,ohm.m,
RTS,MINV,Microlog Resistivity (Inverse),,ohm.m,
RTS,MNOR,Microlog Resistivity,,ohm.m,
RTS,HMIN,Resistividade Micro-Inversa Computada,Resistividade Micro-Inversa Computada,OHMM,
RTS,HMNO,Resistividade Micro-Normal Computada,Resistividade Micro-Normal Computada,OHMM,
RTS,MLL,Micro laterolog resistivity,,ohm.m,
RTS,RMLL,Resistivity,Resistividade do Microlaterolog,ohm.m,
RTS,RPCSHM,Resistivity Phase Short Spaced - 2MHz,"Resistividade proveniente da diferença de fase de 2MHz e do menor espaçamento entre transmissor e receptor, em memória",ohm.m,
RTS,RPCSLM,Resistivity Phase Short Spaced - 400kHz,"Resistividade proveniente da diferença de fase de 400kHz e do menor espaçamento entre transmissor e receptor, em memória",ohm.m,
RTS,RACHM,Resistivity Attenuation - 2MHz,"Resistividade proveniente da atenuação de 2MHz, em memória",ohm.m,
RTS,MSFLUF,Spherically focussed resistivity,,ohm.m,
RTS,MSFL,MSFL,Microresistividade normal,ohm.m,
RTS,SFU,Spherically focussed resistivity,,ohm.m,
RTS,SFLA,Spherically focussed resistivity,,ohm.m,
RTS,RLA2_UNCORR,Shallow Laterolog Resistivity,,ohm.m,
RTS,RLA1_UNCORR,Shallow Laterolog Resistivity,,ohm.m,
RTS,RLA0_UNCORR,Shallow Laterolog Resistivity,,ohm.m,
RTS,LLS,Laterolog Shallow,Leitura da resistividade lateral mais rasa,ohm.m,
RTS,SFLA_1,Spherically focussed resistivity,,ohm.m,
RTS,SFLU,Unaveraged Spherically Focussed Resistivity,,ohm.m,
RTS,PROX,Proximity Log Resisitivity,,ohm.m,
RXO,RXOI,Resistividade da Zona Invadida em Muita-Alta-Resolução,Resistividade da Zona Invadida em Muita-Alta-Resolução,OHMM,
RXO,RXO8,Resistividade da Zona Invadida em Alta-Resolução,Resistividade da Zona Invadida em Alta-Resolução,OHMM,
RXO,RXOZ,Resistividade da Zona Invadida em Resolução Padrão,Resistividade da Zona Invadida em Resolução Padrão,OHMM,
RXO,RXO_HRLT,HRLT Resistividade da zona invadida,HRLT Resistividade da zona invadida,ohmm,
RWA,RWA,Apparent Formation Water Resistivity,Resistividade Aparente da Água da Formação,OHMM,
RWA,RWA_HILT,Resistividade aparente da agua,Resistividade aparente da agua,OHMM,
RWA,RO_HILT,Resistividade do preenchido por agua,Resistividade do preenchido por agua,OHMM,
CT,CLLD / CLLD1,Conductivity,,mS/m,
CT,CILD / CILD 1 / CILD 2,Conductivity,,mS/m,
CT,AECO10,"Condutividade AIT, AIT-H, AIT-M compensada para as condições do poço, 10 polegadas de profundidade de investigação","Condutividade AIT, AIT-H, AIT-M compensada para as condições do poço, 10 polegadas de profundidade de investigação",mm/m,
CT,AECO20,"Condutividade AIT, AIT-H, AIT-M  compensada para as condições do poço, 20 polegadas de profundidade de investigação","Condutividade AIT, AIT-H, AIT-M  compensada para as condições do poço, 20 polegadas de profundidade de investigação",mm/m,
CT,AECO30,"Condutividade AIT, AIT-H, AIT-M compensada para as condições do poço, 30 polegadas de profundidade de investigação","Condutividade AIT, AIT-H, AIT-M compensada para as condições do poço, 30 polegadas de profundidade de investigação",mm/m,
CT,AECO60,"Condutividade AIT, AIT-H, AIT-M compensada para as condições do poço, 60 polegadas de profundidade de investigação","Condutividade AIT, AIT-H, AIT-M compensada para as condições do poço, 60 polegadas de profundidade de investigação",mm/m,
CT,AECO90,"Condutividade AIT, AIT-H AIT-M compensada para as condições do poço, 90 polegadas de profundidade de investigação","Condutividade AIT, AIT-H AIT-M compensada para as condições do poço, 90 polegadas de profundidade de investigação",mm/m,
CT,ADICO11,"DIP-invariante de condutividade, 11 polegadas de profundidade de investigação","DIP-invariante de condutividade, 11 polegadas de profundidade de investigação",mm/m,
CT,ADICO07,"DIP-invariante de condutividade, 7 polegadas de profundidade de investigação","DIP-invariante de condutividade, 7 polegadas de profundidade de investigação",mm/m,
CT,ADICO15,"DIP-invariante de condutividade, 15 polegadas de profundidade de investigação","DIP-invariante de condutividade, 15 polegadas de profundidade de investigação",mm/m,
CT,ADICO22,"DIP-invariante de condutividade, 22 polegadas de profundidade de investigação","DIP-invariante de condutividade, 22 polegadas de profundidade de investigação",mm/m,
CT,ADICO27,"DIP-invariante de condutividade, 27 polegadas de profundidade de investigação","DIP-invariante de condutividade, 27 polegadas de profundidade de investigação",mm/m,
CT,AOCO20,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 20 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 20 polegadas de profundidade de investigação",mm/m,
CT,AOCO30,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 30 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 30 polegadas de profundidade de investigação",mm/m,
CT,AOCO60,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 60 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 60 polegadas de profundidade de investigação",mm/m,
CT,ATCO20,"Condutividade AIT, AIT-M com resolução vertical de 2 pes, 20 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 2 pes, 20 polegadas de profundidade de investigação",mm/m,
CT,ATCO30,"Condutividade AIT, AIT-M com resolução vertical de 2 pes, 30 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 2 pes, 30 polegadas de profundidade de investigação",mm/m,
CT,ATCO60,"Condutividade AIT, AIT-M com resolução vertical de 2 pes, 60 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 2 pes, 60 polegadas de profundidade de investigação",mm/m,
CT,AFCO20,"Condutividade AIT, AIT-M com resolução vertical de 4 pes, 20 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 4 pes, 20 polegadas de profundidade de investigação",mm/m,
CT,AFCO30,"Condutividade AIT, AIT-M com resolução vertical de 4 pes, 30 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 4 pes, 30 polegadas de profundidade de investigação",mm/m,
CT,AFCO60,"Condutividade AIT, AIT-M com resolução vertical de 4 pes, 60 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 4 pes, 60 polegadas de profundidade de investigação",mm/m,
CT,AOCO10,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 10 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 10 polegadas de profundidade de investigação",mm/m,
CT,AOCO10,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 10 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 10 polegadas de profundidade de investigação",mm/m,
CT,AOCO20,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 20 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 20 polegadas de profundidade de investigação",mm/m,
CT,AOCO20,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 20 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 20 polegadas de profundidade de investigação",mm/m,
CT,AOCO30,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 30 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 30 polegadas de profundidade de investigação",mm/m,
CT,AOCO30,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 30 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 30 polegadas de profundidade de investigação",mm/m,
CT,AHOCO60,"Condutividade AIT-H com resolução vertical de 1 pe, 60 polegadas de profundidade de investigação","Condutividade AIT-H com resolução vertical de 1 pe, 60 polegadas de profundidade de investigação",MM/M,
CT,AHOCO60,"Condutividade AIT-H com resolução vertical de 1 pe, 60 polegadas de profundidade de investigação","Condutividade AIT-H com resolução vertical de 1 pe, 60 polegadas de profundidade de investigação",MM/M,
CT,AOCO60,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 60 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 60 polegadas de profundidade de investigação",mm/m,
CT,AOCO60,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 60 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 60 polegadas de profundidade de investigação",mm/m,
CT,AHOCO90,"Condutividade AIT-H com resolução vertical de 1 pe, 90 polegadas de profundidade de investigação","Condutividade AIT-H com resolução vertical de 1 pe, 90 polegadas de profundidade de investigação",MM/M,
CT,AHOCO90,"Condutividade AIT-H com resolução vertical de 1 pe, 90 polegadas de profundidade de investigação","Condutividade AIT-H com resolução vertical de 1 pe, 90 polegadas de profundidade de investigação",MM/M,
CT,AOCO90,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 90 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 90 polegadas de profundidade de investigação",mm/m,
CT,AOCO90,"Condutividade AIT, AIT-M com resolução vertical de 1 pe, 90 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 1 pe, 90 polegadas de profundidade de investigação",mm/m,
CT,AHOCO90,"Condutividade AIT-H com resolução vertical de 1 pe, 90 polegadas de profundidade de investigação","Condutividade AIT-H com resolução vertical de 1 pe, 90 polegadas de profundidade de investigação",MM/M,
CT,AFCO90,"Condutividade AIT, AIT-M com resolução vertical de 4 pes, 90 polegadas de profundidade de investigação","Condutividade AIT, AIT-M com resolução vertical de 4 pes, 90 polegadas de profundidade de investigação",mm/m,
CT,AHFCO90,"Condutividade AIT-H com resolução vertical de 4 pes, 90 polegadas de profundidade de investigação","Condutividade AIT-H com resolução vertical de 4 pes, 90 polegadas de profundidade de investigação",MM/M,
CTA,A22H_COND,"Attenuation Conductivity 22 inch Spacing at 2 MHz, Environmentally Corrected","Amplitude Condutividade 22 inch de espaçamento a 2 MHz, Corrigida ambientalmente",mS/s,
CTA,A22L_COND,Attenuation Conductivity 22 inch Spacing at 400 KHz,Amplitude Condutividade 22 inch de espaçamento a 400 KHz,mS/s,
CTA,A40H_COND,Attenuation Conductivity 40 inch Spacing at 2 MHz,Amplitude Condutividade 40 inch de espaçamento a 2 MHz,mS/s,
CTA,A40L_COND,Attenuation Conductivity 40 inch Spacing at 400 KHz,Amplitude Condutividade 40 inch de espaçamento a 400 KHz,mS/s,
CTP,P22H_COND,"Phase Shift Conductivity 22 inch Spacing at 2 MHz, Environmentally Corrected","Fase Condutividade 22 inch de espaçamento a 2 MHz, Corrigida ambientalmente",mS/s,
CTP,P22H_COND_RT,ARC5 Phase-Shift Conductivity 22-in. at 400 KHz,,mS/m,
CTP,P22L_COND,Phase Shift Conductivity 22 inch Spacing at 400 KHz,Fase Condutividade 22 inch de espaçamento a 400 KHz,mS/s,
CTP,P40H_COND,Phase Shift Conductivity 40 inch Spacing at 2 MHz,Fase Condutividade 40 inch de espaçamento a 2 MHz,mS/s,
CTP,P40H_COND_RT,ARC5 Phase-Shift Conductivity 22-in. at 400 KHz,,mS/m,
CTP,P40L_COND,Phase Shift Conductivity 40 inch Spacing at 400 KHz,Fase Condutividade 40 inch de espaçamento a 400 KHz,mS/s,
CTD,IIXD,Deep Conductivity,,mS/m,
CTD,IIXD,Deep Conductivity,,mS/m,
CTD,IIXD_1,Deep Conductivity,,mS/m,
CTD,IRDN_2,Deep Conductivity,,mS/m,
CTD,IRDN_3,Deep Conductivity,,mS/m,
CTD,IRDN_4,Deep Conductivity,,mS/m,
CTD,IRDN_5,Deep Conductivity,,mS/m,
CTD,IRDN_6,Deep Conductivity,,mS/m,
CTD,IRDN_7,Deep Conductivity,,mS/m,
CTD,IRDN_8,Deep Conductivity,,mS/m,
CTD,IRDN_9,Deep Conductivity,,mS/m,
CTD,IRDN_10,Deep Conductivity,,mS/m,
CTD,IRDN_11,Deep Conductivity,,mS/m,
CTD,IRDN_12,Deep Conductivity,,mS/m,
CTD,IRDN_13,Deep Conductivity,,mS/m,
CTD,IRDN_14,Deep Conductivity,,mS/m,
CTD,IRDN_15,Deep Conductivity,,mS/m,
CTD,IRDN_16,Deep Conductivity,,mS/m,
CTD,IRDN_17,Deep Conductivity,,mS/m,
CTD,IRDN_18,Deep Conductivity,,mS/m,
CTD,IRDN_19,Deep Conductivity,,mS/m,
CTD,IRDN_20,Deep Conductivity,,mS/m,
CTD,IRDN_21,Deep Conductivity,,mS/m,
CTD,IRDN_22,Deep Conductivity,,mS/m,
CTD,IRDN_23,Deep Conductivity,,mS/m,
CTD,IRDN_24,Deep Conductivity,,mS/m,
CTD,IRDN_25,Deep Conductivity,,mS/m,
CTD,IRDN_26,Deep Conductivity,,mS/m,
CTD,IRDN_27,Deep Conductivity,,mS/m,
CTD,IRDN_28,Deep Conductivity,,mS/m,
CTD,IRDN_29,Deep Conductivity,,mS/m,
CTD,IRDN_30,Deep Conductivity,,mS/m,
CTD,IRDN_31,Deep Conductivity,,mS/m,
CTD,IRDN_32,Deep Conductivity,,mS/m,
CTD,IRDN_33,Deep Conductivity,,mS/m,
CTD,IRDN_34,Deep Conductivity,,mS/m,
CTD,IRDN_35,Deep Conductivity,,mS/m,
CTD,IRDN_36,Deep Conductivity,,mS/m,
CTD,IRDP,Deep Conductivity,,mS/m,
CTD,IRDZ,Deep Conductivity,,mS/m,
CTD,IXDN,Deep Conductivity,,mS/m,
CTD,IXDP,Deep Conductivity,,mS/m,
CTD,IIXD,Deep Conductivity,,mS/m,
CTD,IRDN,Deep Conductivity,,mS/m,
CTD,IRDP,Deep Conductivity,,mS/m,
CTD,IRDZ,Deep Conductivity,,mS/m,
CTM,SFA,Medium Conductivity,,mS/m,
CTM,CSFA_1,Medium Conductivity,,mS/m,
CTM,CSFL_2,Medium Conductivity,,mS/m,
CTM,DCID_3,Medium Conductivity,,mS/m,
CTM,DCID_4,Medium Conductivity,,mS/m,
CTM,DCIM_5,Medium Conductivity,,mS/m,
CTM,IIRM_6,Medium Conductivity,,mS/m,
CTM,IIRM_7,Medium Conductivity,,mS/m,
CTM,IIXM_8,Medium Conductivity,,mS/m,
CTM,IIXM_9,Medium Conductivity,,mS/m,
CTM,IRMP_10,Medium Conductivity,,mS/m,
CTM,IRMP_11,Medium Conductivity,,mS/m,
CTM,IRMZ_12,Medium Conductivity,,mS/m,
CTM,IRMZ_13,Medium Conductivity,,mS/m,
CTM,IXMN_14,Medium Conductivity,,mS/m,
CTM,IXMN_15,Medium Conductivity,,mS/m,
CTM,IXMP_16,Medium Conductivity,,mS/m,
CTM,IXMP_17,Medium Conductivity,,mS/m,
CTM,IXMZ_18,Medium Conductivity,,mS/m,
CTM,IXMZ_19,Medium Conductivity,,mS/m,
CTM,CSFA_20,Medium Conductivity,,mS/m,
CTM,CSFA_21,Medium Conductivity,,mS/m,
CTM,CSFL_22,Medium Conductivity,,mS/m,
CTM,CSFL_23,Medium Conductivity,,mS/m,
CTM,DCID_24,Medium Conductivity,,mS/m,
CTM,DCID_25,Medium Conductivity,,mS/m,
CTM,DCIM_26,Medium Conductivity,,mS/m,
CTM,DCIM_27,Medium Conductivity,,mS/m,
CTM,IIRM_28,Medium Conductivity,,mS/m,
CTM,IIRM_29,Medium Conductivity,,mS/m,
CTM,IIXM_30,Medium Conductivity,,mS/m,
CTM,IIXM_31,Medium Conductivity,,mS/m,
CTM,IRMP_32,Medium Conductivity,,mS/m,
CTM,IRMP_33,Medium Conductivity,,mS/m,
CTM,IRMZ_34,Medium Conductivity,,mS/m,
CTM,IRMZ_35,Medium Conductivity,,mS/m,
CTM,IXMN_36,Medium Conductivity,,mS/m,
CTM,IXMN_37,Medium Conductivity,,mS/m,
CTM,IXMP_38,Medium Conductivity,,mS/m,
CTM,IXMP_39,Medium Conductivity,,mS/m,
CTM,IXMZ_40,Medium Conductivity,,mS/m,
CTM,IXMZ_41,Medium Conductivity,,mS/m,
CTM,CSFA_42,Medium Conductivity,,mS/m,
CTM,CSFA_43,Medium Conductivity,,mS/m,
CTM,CSFL_44,Medium Conductivity,,mS/m,
CTM,DCID_45,Medium Conductivity,,mS/m,
CTM,DCIM_46,Medium Conductivity,,mS/m,
CTM,IIRM_47,Medium Conductivity,,mS/m,
CTM,IIRM_48,Medium Conductivity,,mS/m,
CTM,IIXM_49,Medium Conductivity,,mS/m,
CTM,IIXM_50,Medium Conductivity,,mS/m,
CTM,IRMP_51,Medium Conductivity,,mS/m,
CTM,IRMP_52,Medium Conductivity,,mS/m,
CTM,IRMZ_53,Medium Conductivity,,mS/m,
CTM,IRMZ_54,Medium Conductivity,,mS/m,
CTM,IXMN_55,Medium Conductivity,,mS/m,
CTM,IXMN_56,Medium Conductivity,,mS/m,
CTM,IXMP_57,Medium Conductivity,,mS/m,
CTM,IXMP_58,Medium Conductivity,,mS/m,
CTM,IXMZ_59,Medium Conductivity,,mS/m,
CTM,IXMZ_60,Medium Conductivity,,mS/m,
CTM,CSFL_61,Medium Conductivity,,mS/m,
CTM,IIRM_62,Medium Conductivity,,mS/m,
CTM,IIXM_63,Medium Conductivity,,mS/m,
CTS,CLLS,Shallow induction conductivity,,mS/m,
CTS,CLLS,Shallow induction conductivity,,mS/m,
CTS,CLLS,Shallow induction conductivity,,mS/m,
CTS,CLLS,Shallow induction conductivity,,mS/m,
SP,SPAP,Spontaneous Potential,,mV,
SP,SPAR,Valor do Spontaneus Potential en retorno pela armadura do cabo de perfilagem,Valor do Spontaneus Potential en retorno pela armadura do cabo d eperfilagem,mv,
SP,SPAZ,Spontaneous Potential,,mV,
SP,SPMV,Spontaneous Potential,,mV,
SP,RSPR,Spontaneous Potential,,mV,
SP,RSP,Pontencial Espontâneo Bruto,Pontencial Espontâneo Bruto,mV,
SP,SPA,Spontaneous Potential,,mV,
SP,SP,Valor do Spontaneus Potential,Valor do Spontaneus Potential,mv,
SP,SPHRAI,Spontaneous Potential,,mV,
SP,SP SP_2,Spontaneous Potential,,mV,
SP,SPD_H,Spontaneous Potential LWD,,mV,
SP,SPHASE,Signal Phase_proVISION,Signal Phase_proVISION,deg,
SP,SP_LWD,Total CMR Porosity,,%,
PHI,PHI,Effective Porosity,,m³/m³,
PHI,TCMR,Porosidade total do CMR,Porosidade total do CMR,CFCF,
PHI,PHIE,Effective Porosity,,m³/m³,
PHI,MPHIT1,T1 Effective Porosity,Curva da Porosidade Efetiva T1,pu,
PHI,MPHIT2,T2 Effective Porosity,Curva da Porosidade Efetiva T2,pu,
PHI,PHIT,Capt Porosity,Porosidade de captura,decp,
PHI,MPHITA,T2PTOT/T2_DIST._TOTAL_POROSITY,,pu,
PHI,MBVITA,T2 Max BVI Porosity,Porosidade Máx BVI T2,%,
PHI,T2PTOT,MFFITB/SUM-TOTAL-FREE_FLUID-POROSITY_(MPHI-MBVI)_FOR_GROUP_TB,,pu,
PHI,MFFITA,MPHITB/SUM-TOTAL-EFFECTIVE-POROSITY_FOR_GROUP_TB,,pu,
PHI,MFFITB,MSIGTB/SUM-TOTAL-POROSITY_FOR_GROUP_TB_(PR06+A_T2-DOMAIN-SPLICED),,pu,
PHI,MPHITB,P01AF/A-GROUP_BIN#_01_POROSITY_T2BIN_TIME=1),,pu,
PHI,MSIGTB,P01BF/B-GROUP_BIN#_01_POROSITY_T2BIN_TIME=1),,pu,
PHI,P01AF,TA-Group Bin 1ms Porosity,Curva T2 Porosidade referente ao Bin 1ms Grupo A,pu,
PHI,P01BF,TB-Group Bin 1ms Porosity,Curva T2 Porosidade referente ao Bin 1ms Grupo B,pu,
PHI,P02AF,TA-Group Bin 2ms Porosity,Curva T2 Porosidade referente ao Bin 2ms Grupo A,pu,
PHI,P02BF,TB-Group Bin 2ms Porosity,Curva T2 Porosidade referente ao Bin 2ms Grupo B,pu,
PHI,P10AF,TA-Group Bin 2048ms Porosity,Curva T2 Porosidade referente ao Bin 2048ms Grupo A,pu,
PHI,P10BF,TB-Group Bin 2048ms Porosity,Curva T2 Porosidade referente ao Bin 2048ms Grupo B,pu,
